Komentar,Sentimen
"No focus, every bit for every body: This book is for every body, I mean for nobody. Some stuff is so simple even for a beginner as me. Some, on the other hand, are so specialized that I skipped all together. Unless you are already very versed in Unix, you won't get too much out of it. ( Why do you need it if you are already versed anyway?)",Negatif
Too gaudy: Item arrived quickly and was well packaged.Bought this light fixture for our daughters room. It's cute but the larger plastic crystals are too big and so they all hang close together and overwhelm the overall look/feel of the light fixture making it entirely too gaudy and cheap looking. The same goes for the matching table lamp.,Negatif
"A doctor who creates a monster from dead people: This book is about a doctor who creates a monster from dead people. The monster walked around at night. The towns people were frightened because the monster was ugly and different from them. When the towns people chased him with a bat, the monster became frightened and started to fight back.",Negatif
"Contrived, unrealistic, boring: I'm sure to be in the minority in considering this book to be highly over rated. I had no sympathy for the problems of its characters, nor did I find it to be worthy in any way of the best seller status it has attained. Rather, I consider it to be a prime example of the ""dumbing down "" of the average reader.",Negatif
"Not too enamored of 50s rock n roll and France: This little film is a bit schizophrenic and a little too staged for comfort. We are in post war France, but we are also in a little American bubble as GI's bring American culture to a place that doesn't need it. There's a little teen love story mixed in here, but overall I wasn't entertained.",Negatif
DISAPPOINTED!!!!: A disappointing book to read...all the information stated in the book was not factual. The information was pulled from tabloids and news articles. ...who reported it first....I think people are buying this book because of Dr Wecht...don't waste your money...We all know who the real killer is! And it isn't mommy and daddy!,Negatif
"I would rather eat my toenails than read this book again.: This is the worst book I've read in my life. Don't get me wrong, Steinbeck's a genius, but what the poop was he thinking when he wrote this travesty of American literature? Read Of Mice and Men or The Grapes of Wrath instead, unless you're into the whole mind-numbing torture thing.",Negatif
"How awful: I'm trying hard to finish this book. But it is so hard to think that Lestat would say any of the ""cool"" words that Anne writes. ""Give ME a break"" Anne, you really should have an editor or at least someone that would read your book before you send it off to print. And, let that person be honest.How very disapointing for a finale.",Negatif
"What Would Jesus Say?: In Luke 16 a rich man in hell asked Jesus if he could come back to life and warn his family. Jesus said, ""No, it won't make a difference."" Evidently Jesus was wrong. That is why He has allowed Bill Wiese to bring a warning from hell. It's your choice reader. Will you listen to Jesus or Bill, they can't both be right.",Negatif
"Pin hole leaks: The chaise cover looks and fits great. However, we did not put any cushions on the chaise until now, early March. The cover was bought last Fall, 2008, but only used to cover the metal frame over the winter. I now find the cover has pin hole leaks and the cushion is getting soaked. Time to find out if there is any warranty!",Negatif
"Beware - Made in China: I've had other Accu-Gage tire gages all high quality and made in USA and have been very pleased with them. Now they are made in China and the quality of the materials is typical Chinese junk. Other reviews here say it's made in the USA , but sadly no longer. G H Meiser must have hired a new MBA to run their company.",Negatif
"Goes ""Haywire"" Regularly: Setup was easy enough, but this printer routinely goes haywire, spitting out a whole cartridge load of paper and refusing to print. I have tried it with several different PCs, with this same intermittent weird behavior. Only a reset of both the printerand the computer seem to fix everything.I'm off to buy an Epson!",Negatif
